"run","case","pass","iteration","frame","enabled","cpuBlocks","gpuBlocks","gpuNanoseconds"
"gpu-editor-v2","profile-1080-small60","snapshot","31","1057","True","1","1","2178048"
"gpu-editor-v2","profile-1080-small60","snapshot","32","1058","True","1","1","2180096"
"gpu-editor-v2","profile-1080-small60","snapshot","33","1059","True","1","1","2178048"
"gpu-editor-v2","profile-1080-small60","snapshot","34","1060","True","1","1","2177024"
"gpu-editor-v2","profile-1080-small60","snapshot","35","1061","True","1","1","2179072"
"gpu-editor-v2","profile-1080-small60","snapshot","36","1062","True","1","1","2178048"
"gpu-editor-v2","profile-1080-small60","snapshot","37","1063","True","1","1","2179072"
"gpu-editor-v2","profile-1080-small60","snapshot","38","1064","True","1","1","2180096"
"gpu-editor-v2","profile-1080-small60","snapshot","39","1065","True","1","1","2179072"
"gpu-editor-v2","profile-1080-small60","header","0","1066","True","1","0","0"
"gpu-editor-v2","profile-1080-small60","header","1","1067","True","1","0","0"
"gpu-editor-v2","profile-1080-small60","header","2","1068","True","1","1","262144"
"gpu-editor-v2","profile-1080-small60","header","3","1069","True","1","1","261120"
"gpu-editor-v2","profile-1080-small60","header","4","1070","True","1","1","263168"
"gpu-editor-v2","profile-1080-small60","header","5","1071","True","1","1","262144"
"gpu-editor-v2","profile-1080-small60","header","6","1072","True","1","1","263168"
"gpu-editor-v2","profile-1080-small60","header","7","1073","True","1","1","262144"
"gpu-editor-v2","profile-1080-small60","header","8","1074","True","1","1","262144"
"gpu-editor-v2","profile-1080-small60","header","9","1075","True","1","1","263168"
"gpu-editor-v2","profile-1080-small60","header","10","1076","True","1","1","263168"
"gpu-editor-v2","profile-1080-small60","header","11","1077","True","1","1","263168"
"gpu-editor-v2","profile-1080-small60","header","12","1078","True","1","1","263168"
"gpu-editor-v2","profile-1080-small60","header","13","1079","True","1","1","261120"
"gpu-editor-v2","profile-1080-small60","header","14","1080","True","1","1","262144"
"gpu-editor-v2","profile-1080-small60","header","15","1081","True","1","1","262144"
"gpu-editor-v2","profile-1080-small60","header","16","1082","True","1","1","263168"
"gpu-editor-v2","profile-1080-small60","header","17","1083","True","1","1","262144"
"gpu-editor-v2","profile-1080-small60","header","18","1084","True","1","1","260096"
"gpu-editor-v2","profile-1080-small60","header","19","1085","True","1","1","263168"
"gpu-editor-v2","profile-1080-small60","header","20","1086","True","1","1","263168"
"gpu-editor-v2","profile-1080-small60","header","21","1087","True","1","1","263168"
"gpu-editor-v2","profile-1080-small60","header","22","1088","True","1","1","262144"
"gpu-editor-v2","profile-1080-small60","header","23","1089","True","1","1","263168"
"gpu-editor-v2","profile-1080-small60","header","24","1090","True","1","1","261120"
"gpu-editor-v2","profile-1080-small60","header","25","1091","True","1","1","262144"
"gpu-editor-v2","profile-1080-small60","header","26","1092","True","1","1","262144"
"gpu-editor-v2","profile-1080-small60","header","27","1093","True","1","1","263168"
"gpu-editor-v2","profile-1080-small60","header","28","1094","True","1","1","263168"
"gpu-editor-v2","profile-1080-small60","header","29","1095","True","1","1","262144"
"gpu-editor-v2","profile-1080-small60","header","30","1096","True","1","1","262144"
"gpu-editor-v2","profile-1080-small60","header","31","1097","True","1","1","263168"
"gpu-editor-v2","profile-1080-small60","header","32","1098","True","1","1","264192"
"gpu-editor-v2","profile-1080-small60","header","33","1099","True","1","1","262144"
"gpu-editor-v2","profile-1080-small60","header","34","1100","True","1","1","262144"
"gpu-editor-v2","profile-1080-small60","header","35","1101","True","1","1","262144"
"gpu-editor-v2","profile-1080-small60","header","36","1102","True","1","1","262144"
"gpu-editor-v2","profile-1080-small60","header","37","1103","True","1","1","263168"
"gpu-editor-v2","profile-1080-small60","header","38","1104","True","1","1","262144"
"gpu-editor-v2","profile-1080-small60","header","39","1105","True","1","1","262144"
"gpu-editor-v2","profile-1080-small60","payload-with-header","0","1106","True","1","0","0"
"gpu-editor-v2","profile-1080-small60","payload-with-header","1","1107","True","1","0","0"
"gpu-editor-v2","profile-1080-small60","payload-with-header","2","1108","True","1","1","260096"
"gpu-editor-v2","profile-1080-small60","payload-with-header","3","1109","True","1","1","260096"
"gpu-editor-v2","profile-1080-small60","payload-with-header","4","1110","True","1","1","261120"
"gpu-editor-v2","profile-1080-small60","payload-with-header","5","1111","True","1","1","261120"
"gpu-editor-v2","profile-1080-small60","payload-with-header","6","1112","True","1","1","260096"
"gpu-editor-v2","profile-1080-small60","payload-with-header","7","1113","True","1","1","259072"
"gpu-editor-v2","profile-1080-small60","payload-with-header","8","1114","True","1","1","261120"
"gpu-editor-v2","profile-1080-small60","payload-with-header","9","1115","True","1","1","261120"
"gpu-editor-v2","profile-1080-small60","payload-with-header","10","1116","True","1","1","258048"
"gpu-editor-v2","profile-1080-small60","payload-with-header","11","1117","True","1","1","259072"
"gpu-editor-v2","profile-1080-small60","payload-with-header","12","1118","True","1","1","258048"
"gpu-editor-v2","profile-1080-small60","payload-with-header","13","1119","True","1","1","259072"
"gpu-editor-v2","profile-1080-small60","payload-with-header","14","1120","True","1","1","260096"
"gpu-editor-v2","profile-1080-small60","payload-with-header","15","1121","True","1","1","260096"
"gpu-editor-v2","profile-1080-small60","payload-with-header","16","1122","True","1","1","259072"
"gpu-editor-v2","profile-1080-small60","payload-with-header","17","1123","True","1","1","259072"
"gpu-editor-v2","profile-1080-small60","payload-with-header","18","1124","True","1","1","260096"
"gpu-editor-v2","profile-1080-small60","payload-with-header","19","1125","True","1","1","261120"
"gpu-editor-v2","profile-1080-small60","payload-with-header","20","1126","True","1","1","409600"
"gpu-editor-v2","profile-1080-small60","payload-with-header","21","1127","True","1","1","181248"
"gpu-editor-v2","profile-1080-small60","payload-with-header","22","1128","True","1","1","182272"
"gpu-editor-v2","profile-1080-small60","payload-with-header","23","1129","True","1","1","182272"
"gpu-editor-v2","profile-1080-small60","payload-with-header","24","1130","True","1","1","181248"
"gpu-editor-v2","profile-1080-small60","payload-with-header","25","1131","True","1","1","182272"
"gpu-editor-v2","profile-1080-small60","payload-with-header","26","1132","True","1","1","182272"
"gpu-editor-v2","profile-1080-small60","payload-with-header","27","1133","True","1","1","181248"
"gpu-editor-v2","profile-1080-small60","payload-with-header","28","1134","True","1","1","181248"
"gpu-editor-v2","profile-1080-small60","payload-with-header","29","1135","True","1","1","183296"
"gpu-editor-v2","profile-1080-small60","payload-with-header","30","1136","True","1","1","182272"
"gpu-editor-v2","profile-1080-small60","payload-with-header","31","1137","True","1","1","182272"
"gpu-editor-v2","profile-1080-small60","payload-with-header","32","1138","True","1","1","181248"
"gpu-editor-v2","profile-1080-small60","payload-with-header","33","1139","True","1","1","181248"
"gpu-editor-v2","profile-1080-small60","payload-with-header","34","1140","True","1","1","182272"
"gpu-editor-v2","profile-1080-small60","payload-with-header","35","1141","True","1","1","182272"
"gpu-editor-v2","profile-1080-small60","payload-with-header","36","1142","True","1","1","182272"
"gpu-editor-v2","profile-1080-small60","payload-with-header","37","1143","True","1","1","182272"
"gpu-editor-v2","profile-1080-small60","payload-with-header","38","1144","True","1","1","182272"
"gpu-editor-v2","profile-1080-small60","payload-with-header","39","1145","True","1","1","182272"
"gpu-editor-v2","profile-1080-small60","decoder-total","0","1146","True","1","0","0"
"gpu-editor-v2","profile-1080-small60","decoder-total","1","1147","True","1","0","0"
"gpu-editor-v2","profile-1080-small60","decoder-total","2","1148","True","1","1","7294976"
"gpu-editor-v2","profile-1080-small60","decoder-total","3","1149","True","1","1","7287808"
"gpu-editor-v2","profile-1080-small60","decoder-total","4","1150","True","1","1","7294976"
"gpu-editor-v2","profile-1080-small60","decoder-total","5","1151","True","1","1","7294976"
"gpu-editor-v2","profile-1080-small60","decoder-total","6","1152","True","1","1","7293952"
"gpu-editor-v2","profile-1080-small60","decoder-total","7","1153","True","1","1","7294976"
"gpu-editor-v2","profile-1080-small60","decoder-total","8","1154","True","1","1","7293952"
"gpu-editor-v2","profile-1080-small60","decoder-total","9","1155","True","1","1","7292928"
"gpu-editor-v2","profile-1080-small60","decoder-total","10","1156","True","1","1","7287808"
"gpu-editor-v2","profile-1080-small60","decoder-total","11","1157","True","1","1","7297024"
"gpu-editor-v2","profile-1080-small60","decoder-total","12","1158","True","1","1","7299072"
"gpu-editor-v2","profile-1080-small60","decoder-total","13","1159","True","1","1","7293952"
"gpu-editor-v2","profile-1080-small60","decoder-total","14","1160","True","1","1","7298048"
"gpu-editor-v2","profile-1080-small60","decoder-total","15","1161","True","1","1","7296000"
"gpu-editor-v2","profile-1080-small60","decoder-total","16","1162","True","1","1","7292928"
"gpu-editor-v2","profile-1080-small60","decoder-total","17","1163","True","1","1","7302144"
"gpu-editor-v2","profile-1080-small60","decoder-total","18","1164","True","1","1","7290880"
"gpu-editor-v2","profile-1080-small60","decoder-total","19","1165","True","1","1","7291904"
"gpu-editor-v2","profile-1080-small60","decoder-total","20","1166","True","1","1","7296000"
"gpu-editor-v2","profile-1080-small60","decoder-total","21","1167","True","1","1","6951936"
"gpu-editor-v2","profile-1080-small60","decoder-total","22","1168","True","1","1","4363264"
"gpu-editor-v2","profile-1080-small60","decoder-total","23","1169","True","1","1","4360192"
"gpu-editor-v2","profile-1080-small60","decoder-total","24","1170","True","1","1","4362240"
"gpu-editor-v2","profile-1080-small60","decoder-total","25","1171","True","1","1","4361216"
"gpu-editor-v2","profile-1080-small60","decoder-total","26","1172","True","1","1","4362240"
"gpu-editor-v2","profile-1080-small60","decoder-total","27","1173","True","1","1","4360960"
"gpu-editor-v2","profile-1080-small60","decoder-total","28","1174","True","1","1","4370432"
"gpu-editor-v2","profile-1080-small60","decoder-total","29","1175","True","1","1","4365312"
"gpu-editor-v2","profile-1080-small60","decoder-total","30","1176","True","1","1","4361216"
"gpu-editor-v2","profile-1080-small60","decoder-total","31","1177","True","1","1","4359168"
"gpu-editor-v2","profile-1080-small60","decoder-total","32","1178","True","1","1","4360192"
"gpu-editor-v2","profile-1080-small60","decoder-total","33","1179","True","1","1","4363264"
"gpu-editor-v2","profile-1080-small60","decoder-total","34","1180","True","1","1","4358144"
"gpu-editor-v2","profile-1080-small60","decoder-total","35","1181","True","1","1","4361216"
"gpu-editor-v2","profile-1080-small60","decoder-total","36","1182","True","1","1","4360192"
"gpu-editor-v2","profile-1080-small60","decoder-total","37","1183","True","1","1","4360192"
"gpu-editor-v2","profile-1080-small60","decoder-total","38","1184","True","1","1","4360960"
"gpu-editor-v2","profile-1080-small60","decoder-total","39","1185","True","1","1","4362240"
"gpu-editor-v2","profile-4k-small30","snapshot","0","1330","True","1","0","0"
"gpu-editor-v2","profile-4k-small30","snapshot","1","1331","True","1","0","0"
"gpu-editor-v2","profile-4k-small30","snapshot","2","1332","True","1","0","0"
"gpu-editor-v2","profile-4k-small30","snapshot","3","1333","True","1","1","48313344"
"gpu-editor-v2","profile-4k-small30","snapshot","4","1334","True","1","1","29001728"
"gpu-editor-v2","profile-4k-small30","snapshot","5","1335","True","1","1","29020160"
"gpu-editor-v2","profile-4k-small30","snapshot","6","1336","True","1","1","28955648"
"gpu-editor-v2","profile-4k-small30","snapshot","7","1337","True","1","1","28946432"
"gpu-editor-v2","profile-4k-small30","snapshot","8","1338","True","1","1","29028352"
"gpu-editor-v2","profile-4k-small30","snapshot","9","1339","True","1","1","28772352"
"gpu-editor-v2","profile-4k-small30","snapshot","10","1340","True","1","1","2549760"
"gpu-editor-v2","profile-4k-small30","snapshot","11","1341","True","1","1","2545664"
"gpu-editor-v2","profile-4k-small30","snapshot","12","1342","True","1","1","2545664"
"gpu-editor-v2","profile-4k-small30","snapshot","13","1343","True","1","1","2552832"
"gpu-editor-v2","profile-4k-small30","snapshot","14","1344","True","1","1","2541568"
"gpu-editor-v2","profile-4k-small30","snapshot","15","1345","True","1","1","2542592"
"gpu-editor-v2","profile-4k-small30","snapshot","16","1346","True","1","1","2550784"
"gpu-editor-v2","profile-4k-small30","snapshot","17","1347","True","1","1","2549760"
"gpu-editor-v2","profile-4k-small30","snapshot","18","1348","True","1","1","2557952"
"gpu-editor-v2","profile-4k-small30","snapshot","19","1349","True","1","1","2546688"
"gpu-editor-v2","profile-4k-small30","snapshot","20","1350","True","1","1","2550784"
"gpu-editor-v2","profile-4k-small30","snapshot","21","1351","True","1","1","2543616"
"gpu-editor-v2","profile-4k-small30","snapshot","22","1352","True","1","1","2557952"
"gpu-editor-v2","profile-4k-small30","snapshot","23","1353","True","1","1","2553856"
"gpu-editor-v2","profile-4k-small30","snapshot","24","1354","True","1","1","2548736"
"gpu-editor-v2","profile-4k-small30","snapshot","25","1355","True","1","1","2551808"
"gpu-editor-v2","profile-4k-small30","snapshot","26","1356","True","1","1","2548736"
"gpu-editor-v2","profile-4k-small30","snapshot","27","1357","True","1","1","2536448"
"gpu-editor-v2","profile-4k-small30","snapshot","28","1358","True","1","1","2539520"
"gpu-editor-v2","profile-4k-small30","snapshot","29","1359","True","1","1","2554880"
"gpu-editor-v2","profile-4k-small30","snapshot","30","1360","True","1","1","2545664"
"gpu-editor-v2","profile-4k-small30","snapshot","31","1361","True","1","1","2541568"
"gpu-editor-v2","profile-4k-small30","snapshot","32","1362","True","1","1","2557952"
"gpu-editor-v2","profile-4k-small30","snapshot","33","1363","True","1","1","2548736"
"gpu-editor-v2","profile-4k-small30","snapshot","34","1364","True","1","1","2545664"
"gpu-editor-v2","profile-4k-small30","snapshot","35","1365","True","1","1","2552576"
"gpu-editor-v2","profile-4k-small30","snapshot","36","1366","True","1","1","2540544"
"gpu-editor-v2","profile-4k-small30","snapshot","37","1367","True","1","1","2546688"
"gpu-editor-v2","profile-4k-small30","snapshot","38","1368","True","1","1","2541312"
"gpu-editor-v2","profile-4k-small30","snapshot","39","1369","True","1","1","2558976"
"gpu-editor-v2","profile-4k-small30","header","0","1370","True","1","0","0"
"gpu-editor-v2","profile-4k-small30","header","1","1371","True","1","0","0"
"gpu-editor-v2","profile-4k-small30","header","2","1372","True","1","1","135168"
"gpu-editor-v2","profile-4k-small30","header","3","1373","True","1","1","96256"
"gpu-editor-v2","profile-4k-small30","header","4","1374","True","1","1","96256"
"gpu-editor-v2","profile-4k-small30","header","5","1375","True","1","1","95232"
"gpu-editor-v2","profile-4k-small30","header","6","1376","True","1","1","96256"
"gpu-editor-v2","profile-4k-small30","header","7","1377","True","1","1","96000"
"gpu-editor-v2","profile-4k-small30","header","8","1378","True","1","1","96256"
"gpu-editor-v2","profile-4k-small30","header","9","1379","True","1","1","96256"
"gpu-editor-v2","profile-4k-small30","header","10","1380","True","1","1","95232"
"gpu-editor-v2","profile-4k-small30","header","11","1381","True","1","1","96256"
"gpu-editor-v2","profile-4k-small30","header","12","1382","True","1","1","96256"
"gpu-editor-v2","profile-4k-small30","header","13","1383","True","1","1","96000"
"gpu-editor-v2","profile-4k-small30","header","14","1384","True","1","1","96000"
"gpu-editor-v2","profile-4k-small30","header","15","1385","True","1","1","96256"
"gpu-editor-v2","profile-4k-small30","header","16","1386","True","1","1","96256"
"gpu-editor-v2","profile-4k-small30","header","17","1387","True","1","1","96000"
"gpu-editor-v2","profile-4k-small30","header","18","1388","True","1","1","95232"
"gpu-editor-v2","profile-4k-small30","header","19","1389","True","1","1","95232"
"gpu-editor-v2","profile-4k-small30","header","20","1390","True","1","1","95232"
"gpu-editor-v2","profile-4k-small30","header","21","1391","True","1","1","95232"
"gpu-editor-v2","profile-4k-small30","header","22","1392","True","1","1","95232"
"gpu-editor-v2","profile-4k-small30","header","23","1393","True","1","1","95232"
"gpu-editor-v2","profile-4k-small30","header","24","1394","True","1","1","96000"
"gpu-editor-v2","profile-4k-small30","header","25","1395","True","1","1","96256"
"gpu-editor-v2","profile-4k-small30","header","26","1396","True","1","1","96000"
"gpu-editor-v2","profile-4k-small30","header","27","1397","True","1","1","96256"
"gpu-editor-v2","profile-4k-small30","header","28","1398","True","1","1","95232"
"gpu-editor-v2","profile-4k-small30","header","29","1399","True","1","1","96256"
"gpu-editor-v2","profile-4k-small30","header","30","1400","True","1","1","95232"
"gpu-editor-v2","profile-4k-small30","header","31","1401","True","1","1","96000"
"gpu-editor-v2","profile-4k-small30","header","32","1402","True","1","1","95232"
"gpu-editor-v2","profile-4k-small30","header","33","1403","True","1","1","96256"
"gpu-editor-v2","profile-4k-small30","header","34","1404","True","1","1","96256"
"gpu-editor-v2","profile-4k-small30","header","35","1405","True","1","1","95232"
"gpu-editor-v2","profile-4k-small30","header","36","1406","True","1","1","96256"
"gpu-editor-v2","profile-4k-small30","header","37","1407","True","1","1","96256"
"gpu-editor-v2","profile-4k-small30","header","38","1408","True","1","1","95232"
"gpu-editor-v2","profile-4k-small30","header","39","1409","True","1","1","95232"
"gpu-editor-v2","profile-4k-small30","payload-with-header","0","1410","True","1","0","0"
"gpu-editor-v2","profile-4k-small30","payload-with-header","1","1411","True","1","0","0"
"gpu-editor-v2","profile-4k-small30","payload-with-header","2","1412","True","1","1","93952"
"gpu-editor-v2","profile-4k-small30","payload-with-header","3","1413","True","1","1","93952"
"gpu-editor-v2","profile-4k-small30","payload-with-header","4","1414","True","1","1","93184"
"gpu-editor-v2","profile-4k-small30","payload-with-header","5","1415","True","1","1","94208"
"gpu-editor-v2","profile-4k-small30","payload-with-header","6","1416","True","1","1","94208"
"gpu-editor-v2","profile-4k-small30","payload-with-header","7","1417","True","1","1","93184"
"gpu-editor-v2","profile-4k-small30","payload-with-header","8","1418","True","1","1","94208"
"gpu-editor-v2","profile-4k-small30","payload-with-header","9","1419","True","1","1","93184"
"gpu-editor-v2","profile-4k-small30","payload-with-header","10","1420","True","1","1","94208"
"gpu-editor-v2","profile-4k-small30","payload-with-header","11","1421","True","1","1","93184"
"gpu-editor-v2","profile-4k-small30","payload-with-header","12","1422","True","1","1","94208"
"gpu-editor-v2","profile-4k-small30","payload-with-header","13","1423","True","1","1","94208"
"gpu-editor-v2","profile-4k-small30","payload-with-header","14","1424","True","1","1","93184"
"gpu-editor-v2","profile-4k-small30","payload-with-header","15","1425","True","1","1","93184"
"gpu-editor-v2","profile-4k-small30","payload-with-header","16","1426","True","1","1","93184"
"gpu-editor-v2","profile-4k-small30","payload-with-header","17","1427","True","1","1","93184"
"gpu-editor-v2","profile-4k-small30","payload-with-header","18","1428","True","1","1","93184"
"gpu-editor-v2","profile-4k-small30","payload-with-header","19","1429","True","1","1","93184"
"gpu-editor-v2","profile-4k-small30","payload-with-header","20","1430","True","1","1","93952"
"gpu-editor-v2","profile-4k-small30","payload-with-header","21","1431","True","1","1","93952"
"gpu-editor-v2","profile-4k-small30","payload-with-header","22","1432","True","1","1","94208"
"gpu-editor-v2","profile-4k-small30","payload-with-header","23","1433","True","1","1","93184"
"gpu-editor-v2","profile-4k-small30","payload-with-header","24","1434","True","1","1","93184"
"gpu-editor-v2","profile-4k-small30","payload-with-header","25","1435","True","1","1","93184"
"gpu-editor-v2","profile-4k-small30","payload-with-header","26","1436","True","1","1","93184"
"gpu-editor-v2","profile-4k-small30","payload-with-header","27","1437","True","1","1","93184"
"gpu-editor-v2","profile-4k-small30","payload-with-header","28","1438","True","1","1","93184"
"gpu-editor-v2","profile-4k-small30","payload-with-header","29","1439","True","1","1","96256"
"gpu-editor-v2","profile-4k-small30","payload-with-header","30","1440","True","1","1","93184"
"gpu-editor-v2","profile-4k-small30","payload-with-header","31","1441","True","1","1","93952"
"gpu-editor-v2","profile-4k-small30","payload-with-header","32","1442","True","1","1","93952"
"gpu-editor-v2","profile-4k-small30","payload-with-header","33","1443","True","1","1","93184"
"gpu-editor-v2","profile-4k-small30","payload-with-header","34","1444","True","1","1","93184"
"gpu-editor-v2","profile-4k-small30","payload-with-header","35","1445","True","1","1","93952"
"gpu-editor-v2","profile-4k-small30","payload-with-header","36","1446","True","1","1","93184"
"gpu-editor-v2","profile-4k-small30","payload-with-header","37","1447","True","1","1","94208"
"gpu-editor-v2","profile-4k-small30","payload-with-header","38","1448","True","1","1","93184"
"gpu-editor-v2","profile-4k-small30","payload-with-header","39","1449","True","1","1","94208"
"gpu-editor-v2","profile-4k-small30","decoder-total","0","1450","True","1","0","0"
"gpu-editor-v2","profile-4k-small30","decoder-total","1","1451","True","1","0","0"
"gpu-editor-v2","profile-4k-small30","decoder-total","2","1452","True","1","1","6809600"
"gpu-editor-v2","profile-4k-small30","decoder-total","3","1453","True","1","1","6516736"
"gpu-editor-v2","profile-4k-small30","decoder-total","4","1454","True","1","1","6343680"
"gpu-editor-v2","profile-4k-small30","decoder-total","5","1455","True","1","1","6333440"
"gpu-editor-v2","profile-4k-small30","decoder-total","6","1456","True","1","1","6342400"
"gpu-editor-v2","profile-4k-small30","decoder-total","7","1457","True","1","1","6328320"
"gpu-editor-v2","profile-4k-small30","decoder-total","8","1458","True","1","1","6339584"
"gpu-editor-v2","profile-4k-small30","decoder-total","9","1459","True","1","1","6332416"
"gpu-editor-v2","profile-4k-small30","decoder-total","10","1460","True","1","1","6342656"
"gpu-editor-v2","profile-4k-small30","decoder-total","11","1461","True","1","1","6330368"
"gpu-editor-v2","profile-4k-small30","decoder-total","12","1462","True","1","1","6348800"
"gpu-editor-v2","profile-4k-small30","decoder-total","13","1463","True","1","1","6340352"
"gpu-editor-v2","profile-4k-small30","decoder-total","14","1464","True","1","1","6336512"
"gpu-editor-v2","profile-4k-small30","decoder-total","15","1465","True","1","1","6336512"
"gpu-editor-v2","profile-4k-small30","decoder-total","16","1466","True","1","1","6330368"
"gpu-editor-v2","profile-4k-small30","decoder-total","17","1467","True","1","1","6334464"
"gpu-editor-v2","profile-4k-small30","decoder-total","18","1468","True","1","1","6329344"
"gpu-editor-v2","profile-4k-small30","decoder-total","19","1469","True","1","1","6333440"
"gpu-editor-v2","profile-4k-small30","decoder-total","20","1470","True","1","1","6330368"
"gpu-editor-v2","profile-4k-small30","decoder-total","21","1471","True","1","1","6335488"
"gpu-editor-v2","profile-4k-small30","decoder-total","22","1472","True","1","1","6334208"
"gpu-editor-v2","profile-4k-small30","decoder-total","23","1473","True","1","1","6336256"
"gpu-editor-v2","profile-4k-small30","decoder-total","24","1474","True","1","1","6327296"
"gpu-editor-v2","profile-4k-small30","decoder-total","25","1475","True","1","1","6338560"
"gpu-editor-v2","profile-4k-small30","decoder-total","26","1476","True","1","1","6332416"
"gpu-editor-v2","profile-4k-small30","decoder-total","27","1477","True","1","1","6333184"
"gpu-editor-v2","profile-4k-small30","decoder-total","28","1478","True","1","1","6333440"
"gpu-editor-v2","profile-4k-small30","decoder-total","29","1479","True","1","1","6332416"
"gpu-editor-v2","profile-4k-small30","decoder-total","30","1480","True","1","1","6358016"
"gpu-editor-v2","profile-4k-small30","decoder-total","31","1481","True","1","1","6337536"
"gpu-editor-v2","profile-4k-small30","decoder-total","32","1482","True","1","1","6332416"
"gpu-editor-v2","profile-4k-small30","decoder-total","33","1483","True","1","1","6340608"
"gpu-editor-v2","profile-4k-small30","decoder-total","34","1484","True","1","1","6335232"
"gpu-editor-v2","profile-4k-small30","decoder-total","35","1485","True","1","1","6331136"
"gpu-editor-v2","profile-4k-small30","decoder-total","36","1486","True","1","1","6329344"
"gpu-editor-v2","profile-4k-small30","decoder-total","37","1487","True","1","1","6330368"
"gpu-editor-v2","profile-4k-small30","decoder-total","38","1488","True","1","1","6336512"
"gpu-editor-v2","profile-4k-small30","decoder-total","39","1489","True","1","1","6331136"
"gpu-editor-v2","profile-large60","snapshot","0","587","True","1","0","0"
"gpu-editor-v2","profile-large60","snapshot","1","588","True","1","0","0"
"gpu-editor-v2","profile-large60","snapshot","2","589","True","1","0","0"
"gpu-editor-v2","profile-large60","snapshot","3","590","True","1","1","980992"
"gpu-editor-v2","profile-large60","snapshot","4","591","True","1","1","978944"
"gpu-editor-v2","profile-large60","snapshot","5","592","True","1","1","978944"
"gpu-editor-v2","profile-large60","snapshot","6","593","True","1","1","976896"
"gpu-editor-v2","profile-large60","snapshot","7","594","True","1","1","976896"
"gpu-editor-v2","profile-large60","snapshot","8","595","True","1","1","977920"
"gpu-editor-v2","profile-large60","snapshot","9","596","True","1","1","976896"
"gpu-editor-v2","profile-large60","snapshot","10","597","True","1","1","976896"
"gpu-editor-v2","profile-large60","snapshot","11","598","True","1","1","977920"
"gpu-editor-v2","profile-large60","snapshot","12","599","True","1","1","975872"
"gpu-editor-v2","profile-large60","snapshot","13","600","True","1","1","975872"
"gpu-editor-v2","profile-large60","snapshot","14","601","True","1","1","975872"
"gpu-editor-v2","profile-large60","snapshot","15","602","True","1","1","977920"
"gpu-editor-v2","profile-large60","snapshot","16","603","True","1","1","976896"
"gpu-editor-v2","profile-large60","snapshot","17","604","True","1","1","977920"
"gpu-editor-v2","profile-large60","snapshot","18","605","True","1","1","977920"
"gpu-editor-v2","profile-large60","snapshot","19","606","True","1","1","977920"
"gpu-editor-v2","profile-large60","snapshot","20","607","True","1","1","978944"
"gpu-editor-v2","profile-large60","snapshot","21","608","True","1","1","976896"
"gpu-editor-v2","profile-large60","snapshot","22","609","True","1","1","976896"
"gpu-editor-v2","profile-large60","snapshot","23","610","True","1","1","978944"
"gpu-editor-v2","profile-large60","snapshot","24","611","True","1","1","978944"
"gpu-editor-v2","profile-large60","snapshot","25","612","True","1","1","977920"
"gpu-editor-v2","profile-large60","snapshot","26","613","True","1","1","978944"
